tag,M,K,N,Mc,Nc,Kc,onsurface,packA_MiB,packB_MiB,reps,ms,gflops,spread,correct,vs_v4a
ds-id6,64,2048,7168,128,64,4096,yes,0.500,0.500,36,2.7708,678.2,0.73,ok,0.7752
ds-id6,64,2048,7168,16,1024,2048,yes,0.125,8.000,43,2.2783,824.7,0.12,ok,0.9427
ds-id6,64,2048,7168,32,512,2048,yes,0.250,4.000,45,2.1675,866.9,0.02,ok,0.9909
ds-id6,64,2048,7168,64,256,2048,yes,0.500,2.000,44,2.2320,841.9,0.08,ok,0.9623
ds-id6,64,2048,7168,128,128,2048,yes,0.500,1.000,41,2.3880,786.9,0.19,ok,0.8994
ds-id6,64,2048,7168,256,64,2048,yes,0.500,0.500,35,2.8170,667.0,3.19,ok,0.7624
ds-id6,64,2048,7168,16,2048,1024,yes,0.062,8.000,43,2.2925,819.6,0.43,ok,0.9369
ds-id6,64,2048,7168,32,1024,1024,yes,0.125,4.000,46,2.0877,900.0,0.20,ok,1.0288
ds-id6,64,2048,7168,64,512,1024,yes,0.250,2.000,46,2.1789,862.4,1.05,ok,0.9857
ds-id6,64,2048,7168,128,256,1024,yes,0.250,1.000,43,2.2991,817.3,0.75,ok,0.9342
ds-id6,64,2048,7168,256,128,1024,yes,0.250,0.500,39,2.4902,754.6,0.52,ok,0.8625
ds-id6,64,2048,7168,512,64,1024,yes,0.250,0.250,33,2.9853,629.4,2.27,ok,0.7194
ds-id6,64,2048,7168,16,4096,512,yes,0.031,8.000,43,2.3373,803.9,0.08,ok,0.9189
ds-id6,64,2048,7168,32,2048,512,yes,0.062,4.000,46,2.1334,880.8,1.11,ok,1.0068
ds-id6,64,2048,7168,64,1024,512,yes,0.125,2.000,45,2.1824,861.0,0.45,ok,0.9841
ds-id6,64,2048,7168,128,512,512,yes,0.125,1.000,44,2.2503,835.0,1.19,ok,0.9545
ds-id6,64,2048,7168,256,256,512,yes,0.125,0.500,41,2.3526,798.7,0.80,ok,0.9130
ds-id6,64,2048,7168,512,128,512,yes,0.125,0.250,39,2.4903,754.6,0.29,ok,0.8625
ds-id6,64,2048,7168,1024,64,512,yes,0.125,0.125,32,3.0275,620.7,0.50,ok,0.7094
ds-id6,64,2048,7168,32,4096,256,yes,0.031,4.000,44,2.2461,836.6,0.06,ok,0.9562
ds-id6,64,2048,7168,64,2048,256,yes,0.062,2.000,44,2.2588,831.9,0.19,ok,0.9508
ds-id6,64,2048,7168,128,1024,256,yes,0.062,1.000,43,2.2956,818.5,0.17,ok,0.9356
ds-id6,64,2048,7168,256,512,256,yes,0.062,0.500,42,2.3553,797.8,0.83,ok,0.9119
ds-id6,64,2048,7168,512,256,256,yes,0.062,0.250,40,2.4391,770.4,0.06,ok,0.8806
ds-id6,64,2048,7168,1024,128,256,yes,0.062,0.125,38,2.6185,717.6,0.52,ok,0.8202
ds-id6,64,2048,7168,2048,64,256,yes,0.062,0.062,31,3.1860,589.8,0.86,ok,0.6741
ds-id6,64,2048,7168,64,4096,128,yes,0.031,2.000,40,2.4720,760.1,2.03,ok,0.8688
ds-id6,64,2048,7168,128,2048,128,yes,0.031,1.000,39,2.5657,732.4,2.00,ok,0.8371
ds-id6,64,2048,7168,256,1024,128,yes,0.031,0.500,39,2.5995,722.8,0.16,ok,0.8262
ds-id6,64,2048,7168,512,512,128,yes,0.031,0.250,37,2.6557,707.5,1.11,ok,0.8087
ds-id6,64,2048,7168,1024,256,128,yes,0.031,0.125,36,2.7110,693.1,0.43,ok,0.7923
ds-id6,64,2048,7168,2048,128,128,yes,0.031,0.062,33,2.9058,646.7,0.76,ok,0.7391
ds-id6,64,2048,7168,4096,64,128,yes,0.031,0.031,29,3.3400,562.6,1.95,ok,0.6431
ds-id6,64,2048,7168,128,4096,64,yes,0.016,1.000,32,3.0724,611.6,0.73,ok,0.6991
ds-id6,64,2048,7168,256,2048,64,yes,0.016,0.500,32,3.0724,611.6,0.16,ok,0.6991
ds-id6,64,2048,7168,512,1024,64,yes,0.016,0.250,32,3.0990,606.3,0.14,ok,0.6931
ds-id6,64,2048,7168,1024,512,64,yes,0.016,0.125,31,3.1798,590.9,0.38,ok,0.6754
ds-id6,64,2048,7168,2048,256,64,yes,0.016,0.062,30,3.2898,571.2,0.30,ok,0.6529
ds-id6,64,2048,7168,4096,128,64,yes,0.016,0.031,28,3.4672,541.9,0.25,ok,0.6195
ds-id6,64,2048,7168,16,512,2048,no,0.125,4.000,45,2.1478,874.9,0.15,ok,1.0000
ds-id6,64,2048,7168,32,1024,2048,no,0.250,8.000,43,2.3125,812.5,0.16,ok,0.9288
ds-id7,128,7168,2112,16,512,4096,yes,0.250,8.000,29,3.3962,1141.1,0.16,ok,0.9433
ds-id7,128,7168,2112,32,256,4096,yes,0.500,4.000,29,3.4131,1135.5,1.51,ok,0.9387
ds-id7,128,7168,2112,64,128,4096,yes,1.000,2.000,27,3.5335,1096.8,0.53,ok,0.9067
ds-id7,128,7168,2112,128,64,4096,yes,2.000,1.000,23,4.2800,905.5,0.23,ok,0.7486
ds-id7,128,7168,2112,16,1024,2048,yes,0.125,8.000,29,3.3738,1148.7,1.00,ok,0.9496
ds-id7,128,7168,2112,32,512,2048,yes,0.250,4.000,31,3.1483,1231.0,1.13,ok,1.0176
ds-id7,128,7168,2112,64,256,2048,yes,0.500,2.000,30,3.2501,1192.4,0.18,ok,0.9857
ds-id7,128,7168,2112,128,128,2048,yes,1.000,1.000,28,3.5953,1077.9,0.20,ok,0.8911
ds-id7,128,7168,2112,256,64,2048,yes,1.000,0.500,23,4.2560,910.6,0.48,ok,0.7528
ds-id7,128,7168,2112,16,2048,1024,yes,0.062,8.000,30,3.3961,1141.2,0.49,ok,0.9434
ds-id7,128,7168,2112,32,1024,1024,yes,0.125,4.000,32,3.1216,1241.5,2.20,ok,1.0263
ds-id7,128,7168,2112,64,512,1024,yes,0.250,2.000,31,3.1383,1234.9,0.24,ok,1.0209
ds-id7,128,7168,2112,128,256,1024,yes,0.500,1.000,29,3.3335,1162.6,0.20,ok,0.9611
ds-id7,128,7168,2112,256,128,1024,yes,0.500,0.500,27,3.6226,1069.8,0.38,ok,0.8844
ds-id7,128,7168,2112,512,64,1024,yes,0.500,0.250,23,4.2843,904.6,0.10,ok,0.7478
ds-id7,128,7168,2112,16,4096,512,yes,0.031,4.125,31,3.1923,1214.0,0.65,ok,1.0036
ds-id7,128,7168,2112,32,2048,512,yes,0.062,4.000,31,3.2016,1210.5,1.68,ok,1.0007
ds-id7,128,7168,2112,64,1024,512,yes,0.125,2.000,30,3.2649,1187.0,0.11,ok,0.9813
ds-id7,128,7168,2112,128,512,512,yes,0.250,1.000,30,3.3118,1170.2,0.12,ok,0.9674
ds-id7,128,7168,2112,256,256,512,yes,0.250,0.500,28,3.4999,1107.3,0.39,ok,0.9154
ds-id7,128,7168,2112,512,128,512,yes,0.250,0.250,26,3.8099,1017.2,0.05,ok,0.8409
ds-id7,128,7168,2112,1024,64,512,yes,0.250,0.125,22,4.4095,878.9,0.08,ok,0.7266
ds-id7,128,7168,2112,32,4096,256,yes,0.031,2.062,29,3.3842,1145.2,0.06,ok,0.9467
ds-id7,128,7168,2112,64,2048,256,yes,0.062,2.000,29,3.4487,1123.8,0.40,ok,0.9290
ds-id7,128,7168,2112,128,1024,256,yes,0.125,1.000,28,3.5637,1087.5,0.35,ok,0.8990
ds-id7,128,7168,2112,256,512,256,yes,0.125,0.500,27,3.5552,1090.1,0.35,ok,0.9012
ds-id7,128,7168,2112,512,256,256,yes,0.125,0.250,26,3.7528,1032.7,1.31,ok,0.8537
ds-id7,128,7168,2112,1024,128,256,yes,0.125,0.125,24,4.0066,967.3,0.03,ok,0.7996
ds-id7,128,7168,2112,2048,64,256,yes,0.125,0.062,21,4.7207,821.0,0.11,ok,0.6787
ds-id7,128,7168,2112,64,4096,128,yes,0.031,1.031,25,3.8721,1000.9,0.82,ok,0.8274
ds-id7,128,7168,2112,128,2048,128,yes,0.062,1.000,25,3.8624,1003.4,0.25,ok,0.8295
ds-id7,128,7168,2112,256,1024,128,yes,0.062,0.500,25,3.9447,982.5,0.06,ok,0.8122
ds-id7,128,7168,2112,512,512,128,yes,0.062,0.250,25,3.9750,975.0,0.40,ok,0.8060
ds-id7,128,7168,2112,1024,256,128,yes,0.062,0.125,23,4.1696,929.5,0.10,ok,0.7684
ds-id7,128,7168,2112,2048,128,128,yes,0.062,0.062,22,4.5114,859.1,0.09,ok,0.7102
ds-id7,128,7168,2112,4096,64,128,yes,0.062,0.031,19,5.2028,744.9,1.18,ok,0.6158
ds-id7,128,7168,2112,128,4096,64,yes,0.031,0.516,20,4.9925,776.3,0.14,ok,0.6417
ds-id7,128,7168,2112,256,2048,64,yes,0.031,0.500,19,5.0188,772.2,0.05,ok,0.6384
ds-id7,128,7168,2112,512,1024,64,yes,0.031,0.250,19,5.0733,763.9,0.16,ok,0.6315
ds-id7,128,7168,2112,1024,512,64,yes,0.031,0.125,19,5.0726,764.0,0.31,ok,0.6316
ds-id7,128,7168,2112,2048,256,64,yes,0.031,0.062,18,5.2564,737.3,0.15,ok,0.6095
ds-id7,128,7168,2112,4096,128,64,yes,0.031,0.031,18,5.4793,707.3,0.07,ok,0.5847
ds-id7,128,7168,2112,16,512,2048,no,0.125,4.000,31,3.2038,1209.7,1.41,ok,1.0000
ds-id7,128,7168,2112,32,1024,2048,no,0.250,8.000,29,3.3723,1149.2,0.48,ok,0.9500
ds-id8,128,1536,24576,16,512,4096,yes,0.094,3.000,11,8.4384,1145.2,0.15,ok,1.0015
ds-id8,128,1536,24576,32,256,4096,yes,0.188,1.500,11,8.9012,1085.7,0.52,ok,0.9494
ds-id8,128,1536,24576,64,128,4096,yes,0.375,0.750,9,10.0558,961.0,0.14,ok,0.8404
ds-id8,128,1536,24576,128,64,4096,yes,0.750,0.375,8,11.4407,844.7,0.24,ok,0.7386
ds-id8,128,1536,24576,16,1024,2048,yes,0.094,6.000,11,8.4049,1149.8,0.30,ok,1.0054
ds-id8,128,1536,24576,32,512,2048,yes,0.188,3.000,11,8.4800,1139.6,0.03,ok,0.9965
ds-id8,128,1536,24576,64,256,2048,yes,0.375,1.500,11,8.9695,1077.4,0.19,ok,0.9422
ds-id8,128,1536,24576,128,128,2048,yes,0.750,0.750,9,10.0299,963.5,0.17,ok,0.8425
ds-id8,128,1536,24576,256,64,2048,yes,0.750,0.375,8,11.4369,845.0,0.18,ok,0.7389
ds-id8,128,1536,24576,16,2048,1024,yes,0.062,8.000,10,9.2558,1044.1,0.33,ok,0.9130
ds-id8,128,1536,24576,32,1024,1024,yes,0.125,4.000,10,9.1837,1052.3,1.19,ok,0.9202
ds-id8,128,1536,24576,64,512,1024,yes,0.250,2.000,10,9.4610,1021.4,0.63,ok,0.8932
ds-id8,128,1536,24576,128,256,1024,yes,0.500,1.000,10,9.9283,973.3,0.68,ok,0.8512
ds-id8,128,1536,24576,256,128,1024,yes,0.500,0.500,9,10.7291,900.7,0.44,ok,0.7876
ds-id8,128,1536,24576,512,64,1024,yes,0.500,0.250,7,12.6025,766.8,0.28,ok,0.6706
ds-id8,128,1536,24576,16,4096,512,yes,0.031,8.000,10,10.1126,955.6,0.64,ok,0.8357
ds-id8,128,1536,24576,32,2048,512,yes,0.062,4.000,10,9.6590,1000.5,0.24,ok,0.8749
ds-id8,128,1536,24576,64,1024,512,yes,0.125,2.000,10,9.4733,1020.1,0.06,ok,0.8921
ds-id8,128,1536,24576,128,512,512,yes,0.250,1.000,10,9.7771,988.4,5.38,ok,0.8643
ds-id8,128,1536,24576,256,256,512,yes,0.250,0.500,9,10.1525,951.8,0.52,ok,0.8324
ds-id8,128,1536,24576,512,128,512,yes,0.250,0.250,9,10.9515,882.4,0.06,ok,0.7716
ds-id8,128,1536,24576,1024,64,512,yes,0.250,0.125,7,13.1486,735.0,0.10,ok,0.6427
ds-id8,128,1536,24576,32,4096,256,yes,0.031,4.000,9,10.7230,901.2,0.20,ok,0.7881
ds-id8,128,1536,24576,64,2048,256,yes,0.062,2.000,9,10.9495,882.6,0.41,ok,0.7718
ds-id8,128,1536,24576,128,1024,256,yes,0.125,1.000,9,10.8253,892.7,0.27,ok,0.7806
ds-id8,128,1536,24576,256,512,256,yes,0.125,0.500,9,11.0181,877.1,0.77,ok,0.7670
ds-id8,128,1536,24576,512,256,256,yes,0.125,0.250,8,11.4075,847.1,1.38,ok,0.7408
ds-id8,128,1536,24576,1024,128,256,yes,0.125,0.125,8,12.4049,779.0,0.76,ok,0.6812
ds-id8,128,1536,24576,2048,64,256,yes,0.125,0.062,6,14.9394,646.9,0.58,ok,0.5657
ds-id8,128,1536,24576,64,4096,128,yes,0.031,2.000,8,12.0557,801.6,1.20,ok,0.7010
ds-id8,128,1536,24576,128,2048,128,yes,0.062,1.000,8,12.0814,799.9,0.41,ok,0.6995
ds-id8,128,1536,24576,256,1024,128,yes,0.062,0.500,8,11.9593,808.0,1.04,ok,0.7066
ds-id8,128,1536,24576,512,512,128,yes,0.062,0.250,8,11.9694,807.4,0.49,ok,0.7060
ds-id8,128,1536,24576,1024,256,128,yes,0.062,0.125,8,12.4659,775.2,0.25,ok,0.6779
ds-id8,128,1536,24576,2048,128,128,yes,0.062,0.062,7,13.6030,710.4,0.54,ok,0.6212
ds-id8,128,1536,24576,4096,64,128,yes,0.062,0.031,6,16.6581,580.1,0.37,ok,0.5073
ds-id8,128,1536,24576,128,4096,64,yes,0.031,1.000,7,13.9072,694.9,1.22,ok,0.6076
ds-id8,128,1536,24576,256,2048,64,yes,0.031,0.500,6,13.8863,695.9,0.83,ok,0.6086
ds-id8,128,1536,24576,512,1024,64,yes,0.031,0.250,7,13.8644,697.0,0.63,ok,0.6095
ds-id8,128,1536,24576,1024,512,64,yes,0.031,0.125,7,14.0541,687.6,0.14,ok,0.6013
ds-id8,128,1536,24576,2048,256,64,yes,0.031,0.062,6,14.6047,661.7,2.00,ok,0.5786
ds-id8,128,1536,24576,4096,128,64,yes,0.031,0.031,6,15.3906,627.9,1.12,ok,0.5491
ds-id8,128,1536,24576,16,512,2048,no,0.094,3.000,11,8.4507,1143.5,0.04,ok,1.0000
ds-id8,128,1536,24576,32,1024,2048,no,0.188,6.000,11,8.4819,1139.3,0.09,ok,0.9963
ds-id9,128,512,32768,16,512,4096,yes,0.031,1.000,25,3.8676,1110.5,0.06,ok,0.9995
ds-id9,128,512,32768,32,256,4096,yes,0.062,0.500,24,4.0052,1072.4,0.49,ok,0.9651
ds-id9,128,512,32768,64,128,4096,yes,0.125,0.250,23,4.3181,994.6,0.36,ok,0.8952
ds-id9,128,512,32768,128,64,4096,yes,0.250,0.125,20,4.9468,868.2,0.02,ok,0.7814
ds-id9,128,512,32768,16,1024,2048,yes,0.031,2.000,26,3.7987,1130.6,0.44,ok,1.0176
ds-id9,128,512,32768,32,512,2048,yes,0.062,1.000,26,3.8474,1116.3,0.04,ok,1.0047
ds-id9,128,512,32768,64,256,2048,yes,0.125,0.500,24,4.0179,1069.0,0.07,ok,0.9621
ds-id9,128,512,32768,128,128,2048,yes,0.250,0.250,23,4.3207,994.0,0.42,ok,0.8946
ds-id9,128,512,32768,256,64,2048,yes,0.250,0.125,20,4.9613,865.7,0.38,ok,0.7791
ds-id9,128,512,32768,16,2048,1024,yes,0.031,4.000,26,3.7801,1136.2,0.06,ok,1.0226
ds-id9,128,512,32768,32,1024,1024,yes,0.062,2.000,26,3.7988,1130.6,0.14,ok,1.0176
ds-id9,128,512,32768,64,512,1024,yes,0.125,1.000,25,3.8654,1111.1,0.32,ok,1.0000
ds-id9,128,512,32768,128,256,1024,yes,0.250,0.500,25,4.0118,1070.6,0.45,ok,0.9635
ds-id9,128,512,32768,256,128,1024,yes,0.250,0.250,23,4.3289,992.2,0.26,ok,0.8930
ds-id9,128,512,32768,512,64,1024,yes,0.250,0.125,20,4.9464,868.3,0.06,ok,0.7815
ds-id9,128,512,32768,16,4096,512,yes,0.031,8.000,24,4.0377,1063.7,0.29,ok,0.9574
ds-id9,128,512,32768,32,2048,512,yes,0.062,4.000,26,3.7945,1131.9,0.04,ok,1.0187
ds-id9,128,512,32768,64,1024,512,yes,0.125,2.000,26,3.7948,1131.8,0.43,ok,1.0186
ds-id9,128,512,32768,128,512,512,yes,0.250,1.000,25,3.8434,1117.5,0.38,ok,1.0058
ds-id9,128,512,32768,256,256,512,yes,0.250,0.500,24,4.0127,1070.3,0.10,ok,0.9633
ds-id9,128,512,32768,512,128,512,yes,0.250,0.250,23,4.3172,994.8,0.54,ok,0.8954
ds-id9,128,512,32768,1024,64,512,yes,0.250,0.125,20,4.9448,868.6,0.05,ok,0.7817
ds-id9,128,512,32768,32,4096,256,yes,0.031,4.000,22,4.5378,946.5,0.29,ok,0.8518
ds-id9,128,512,32768,64,2048,256,yes,0.062,2.000,22,4.4533,964.4,0.15,ok,0.8680
ds-id9,128,512,32768,128,1024,256,yes,0.125,1.000,22,4.4428,966.7,0.08,ok,0.8701
ds-id9,128,512,32768,256,512,256,yes,0.125,0.500,22,4.5447,945.0,0.21,ok,0.8505
ds-id9,128,512,32768,512,256,256,yes,0.125,0.250,21,4.7467,904.8,0.09,ok,0.8143
ds-id9,128,512,32768,1024,128,256,yes,0.125,0.125,19,5.1395,835.7,0.07,ok,0.7521
ds-id9,128,512,32768,2048,64,256,yes,0.125,0.062,16,5.8961,728.4,0.13,ok,0.6556
ds-id9,128,512,32768,64,4096,128,yes,0.031,2.000,17,5.5888,768.5,1.21,ok,0.6917
ds-id9,128,512,32768,128,2048,128,yes,0.062,1.000,17,5.6207,764.1,0.43,ok,0.6877
ds-id9,128,512,32768,256,1024,128,yes,0.062,0.500,17,5.6169,764.7,0.42,ok,0.6882
ds-id9,128,512,32768,512,512,128,yes,0.062,0.250,17,5.7076,752.5,0.83,ok,0.6773
ds-id9,128,512,32768,1024,256,128,yes,0.062,0.125,16,5.9271,724.6,1.20,ok,0.6522
ds-id9,128,512,32768,2048,128,128,yes,0.062,0.062,15,6.3052,681.2,2.16,ok,0.6131
ds-id9,128,512,32768,4096,64,128,yes,0.062,0.031,13,7.7310,555.6,1.26,ok,0.5000
ds-id9,128,512,32768,128,4096,64,yes,0.031,1.000,13,7.1195,603.3,0.89,ok,0.5429
ds-id9,128,512,32768,256,2048,64,yes,0.031,0.500,13,7.1932,597.1,0.82,ok,0.5374
ds-id9,128,512,32768,512,1024,64,yes,0.031,0.250,14,7.0691,607.6,0.51,ok,0.5468
ds-id9,128,512,32768,1024,512,64,yes,0.031,0.125,14,7.2101,595.7,0.18,ok,0.5361
ds-id9,128,512,32768,2048,256,64,yes,0.031,0.062,13,7.5169,571.4,0.58,ok,0.5142
ds-id9,128,512,32768,4096,128,64,yes,0.031,0.031,12,8.0603,532.9,0.57,ok,0.4796
ds-id9,128,512,32768,16,512,2048,no,0.031,1.000,25,3.8655,1111.1,0.03,ok,1.0000
ds-id9,128,512,32768,32,1024,2048,no,0.062,2.000,26,3.7973,1131.0,0.50,ok,1.0180
ds-id10,128,16384,7168,16,512,4096,yes,0.250,8.000,3,28.1875,1066.6,0.51,ok,0.9619
ds-id10,128,16384,7168,32,256,4096,yes,0.500,4.000,3,28.1761,1067.0,0.38,ok,0.9623
ds-id10,128,16384,7168,64,128,4096,yes,1.000,2.000,3,30.5495,984.1,0.16,ok,0.8876
ds-id10,128,16384,7168,128,64,4096,yes,2.000,1.000,2,34.9146,861.1,0.06,ok,0.7766
ds-id10,128,16384,7168,16,1024,2048,yes,0.125,8.000,3,27.7216,1084.5,0.08,ok,0.9781
ds-id10,128,16384,7168,32,512,2048,yes,0.250,4.000,3,27.1105,1109.0,0.07,ok,1.0001
ds-id10,128,16384,7168,64,256,2048,yes,0.500,2.000,3,28.2623,1063.8,0.15,ok,0.9594
ds-id10,128,16384,7168,128,128,2048,yes,1.000,1.000,3,30.5113,985.4,0.18,ok,0.8887
ds-id10,128,16384,7168,256,64,2048,yes,1.000,0.500,2,35.1152,856.2,0.30,ok,0.7722
ds-id10,128,16384,7168,16,2048,1024,yes,0.062,8.000,3,28.0028,1073.6,0.29,ok,0.9683
ds-id10,128,16384,7168,32,1024,1024,yes,0.125,4.000,3,26.9100,1117.2,0.72,ok,1.0076
ds-id10,128,16384,7168,64,512,1024,yes,0.250,2.000,3,27.6445,1087.5,1.41,ok,0.9808
ds-id10,128,16384,7168,128,256,1024,yes,0.500,1.000,3,29.6179,1015.1,0.32,ok,0.9155
ds-id10,128,16384,7168,256,128,1024,yes,0.500,0.500,3,32.5591,923.4,0.22,ok,0.8328
ds-id10,128,16384,7168,512,64,1024,yes,0.500,0.250,2,40.5134,742.1,0.65,ok,0.6693
ds-id10,128,16384,7168,16,4096,512,yes,0.031,8.000,3,29.0329,1035.5,0.25,ok,0.9339
ds-id10,128,16384,7168,32,2048,512,yes,0.062,4.000,3,26.3891,1139.3,1.28,ok,1.0275
ds-id10,128,16384,7168,64,1024,512,yes,0.125,2.000,3,26.3153,1142.5,0.27,ok,1.0304
ds-id10,128,16384,7168,128,512,512,yes,0.250,1.000,3,27.9713,1074.8,0.25,ok,0.9694
ds-id10,128,16384,7168,256,256,512,yes,0.250,0.500,3,29.5015,1019.1,0.75,ok,0.9191
ds-id10,128,16384,7168,512,128,512,yes,0.250,0.250,3,31.4980,954.5,0.69,ok,0.8608
ds-id10,128,16384,7168,1024,64,512,yes,0.250,0.125,2,38.7453,776.0,0.99,ok,0.6998
ds-id10,128,16384,7168,32,4096,256,yes,0.031,4.000,3,27.1843,1106.0,0.12,ok,0.9974
ds-id10,128,16384,7168,64,2048,256,yes,0.062,2.000,3,27.3274,1100.2,0.05,ok,0.9922
ds-id10,128,16384,7168,128,1024,256,yes,0.125,1.000,3,28.8442,1042.3,0.10,ok,0.9400
ds-id10,128,16384,7168,256,512,256,yes,0.125,0.500,3,28.9117,1039.9,0.41,ok,0.9378
ds-id10,128,16384,7168,512,256,256,yes,0.125,0.250,3,30.3062,992.0,0.17,ok,0.8947
ds-id10,128,16384,7168,1024,128,256,yes,0.125,0.125,3,32.8313,915.7,0.32,ok,0.8259
ds-id10,128,16384,7168,2048,64,256,yes,0.125,0.062,2,39.8959,753.6,0.07,ok,0.6796
ds-id10,128,16384,7168,64,4096,128,yes,0.031,2.000,3,30.2558,993.7,2.50,ok,0.8962
ds-id10,128,16384,7168,128,2048,128,yes,0.062,1.000,3,31.7672,946.4,0.45,ok,0.8535
ds-id10,128,16384,7168,256,1024,128,yes,0.062,0.500,3,32.4942,925.2,0.71,ok,0.8344
ds-id10,128,16384,7168,512,512,128,yes,0.062,0.250,3,32.8946,914.0,0.07,ok,0.8243
ds-id10,128,16384,7168,1024,256,128,yes,0.062,0.125,2,35.0412,858.0,0.09,ok,0.7738
ds-id10,128,16384,7168,2048,128,128,yes,0.062,0.062,2,37.1404,809.5,0.82,ok,0.7301
ds-id10,128,16384,7168,4096,64,128,yes,0.062,0.031,2,44.7779,671.4,0.10,ok,0.6055
ds-id10,128,16384,7168,128,4096,64,yes,0.031,1.000,2,38.4911,781.1,0.45,ok,0.7044
ds-id10,128,16384,7168,256,2048,64,yes,0.031,0.500,2,39.0140,770.6,0.46,ok,0.6950
ds-id10,128,16384,7168,512,1024,64,yes,0.031,0.250,2,39.2822,765.4,0.59,ok,0.6903
ds-id10,128,16384,7168,1024,512,64,yes,0.031,0.125,2,39.6745,757.8,0.46,ok,0.6834
ds-id10,128,16384,7168,2048,256,64,yes,0.031,0.062,2,41.3090,727.8,0.43,ok,0.6564
ds-id10,128,16384,7168,4096,128,64,yes,0.031,0.031,2,43.5502,690.3,0.65,ok,0.6226
ds-id10,128,16384,7168,16,512,2048,no,0.125,4.000,3,27.1146,1108.8,0.18,ok,1.0000
ds-id10,128,16384,7168,32,1024,2048,no,0.250,8.000,3,27.9889,1074.2,0.27,ok,0.9688
ds-id11,128,7168,4096,16,512,4096,yes,0.250,8.000,15,6.6280,1134.0,1.31,ok,1.0268
ds-id11,128,7168,4096,32,256,4096,yes,0.500,4.000,14,7.0028,1073.3,0.01,ok,0.9718
ds-id11,128,7168,4096,64,128,4096,yes,1.000,2.000,13,7.6195,986.4,0.06,ok,0.8931
ds-id11,128,7168,4096,128,64,4096,yes,2.000,1.000,11,8.5741,876.6,0.58,ok,0.7937
ds-id11,128,7168,4096,16,1024,2048,yes,0.125,8.000,15,6.5557,1146.5,0.18,ok,1.0381
ds-id11,128,7168,4096,32,512,2048,yes,0.250,4.000,14,6.7043,1121.1,0.34,ok,1.0151
ds-id11,128,7168,4096,64,256,2048,yes,0.500,2.000,14,6.9284,1084.8,0.05,ok,0.9822
ds-id11,128,7168,4096,128,128,2048,yes,1.000,1.000,13,7.6152,987.0,0.27,ok,0.8936
ds-id11,128,7168,4096,256,64,2048,yes,1.000,0.500,11,9.4107,798.7,0.32,ok,0.7231
ds-id11,128,7168,4096,16,2048,1024,yes,0.062,8.000,13,7.2033,1043.4,0.27,ok,0.9447
ds-id11,128,7168,4096,32,1024,1024,yes,0.125,4.000,14,7.0299,1069.2,0.42,ok,0.9680
ds-id11,128,7168,4096,64,512,1024,yes,0.250,2.000,13,7.1110,1057.0,0.68,ok,0.9570
ds-id11,128,7168,4096,128,256,1024,yes,0.500,1.000,13,7.5240,999.0,0.76,ok,0.9045
ds-id11,128,7168,4096,256,128,1024,yes,0.500,0.500,12,7.9357,947.1,0.25,ok,0.8576
ds-id11,128,7168,4096,512,64,1024,yes,0.500,0.250,10,9.4184,798.0,0.17,ok,0.7226
ds-id11,128,7168,4096,16,4096,512,yes,0.031,8.000,13,7.4183,1013.2,0.37,ok,0.9174
ds-id11,128,7168,4096,32,2048,512,yes,0.062,4.000,14,7.1132,1056.7,1.76,ok,0.9567
ds-id11,128,7168,4096,64,1024,512,yes,0.125,2.000,14,6.9845,1076.1,0.45,ok,0.9743
ds-id11,128,7168,4096,128,512,512,yes,0.250,1.000,13,7.1426,1052.3,0.88,ok,0.9528
ds-id11,128,7168,4096,256,256,512,yes,0.250,0.500,13,7.5059,1001.4,0.08,ok,0.9067
ds-id11,128,7168,4096,512,128,512,yes,0.250,0.250,12,8.1067,927.2,0.14,ok,0.8395
ds-id11,128,7168,4096,1024,64,512,yes,0.250,0.125,10,9.5044,790.8,0.15,ok,0.7160
ds-id11,128,7168,4096,32,4096,256,yes,0.031,4.000,13,7.2908,1030.9,0.09,ok,0.9334
ds-id11,128,7168,4096,64,2048,256,yes,0.062,2.000,13,7.3125,1027.8,0.48,ok,0.9306
ds-id11,128,7168,4096,128,1024,256,yes,0.125,1.000,13,7.4642,1007.0,0.24,ok,0.9117
ds-id11,128,7168,4096,256,512,256,yes,0.125,0.500,13,7.4713,1006.0,0.33,ok,0.9109
ds-id11,128,7168,4096,512,256,256,yes,0.125,0.250,12,7.7712,967.2,0.12,ok,0.8757
ds-id11,128,7168,4096,1024,128,256,yes,0.125,0.125,11,8.1824,918.6,2.01,ok,0.8317
ds-id11,128,7168,4096,2048,64,256,yes,0.125,0.062,9,10.1215,742.6,0.07,ok,0.6724
ds-id11,128,7168,4096,64,4096,128,yes,0.031,2.000,12,8.1765,919.2,1.42,ok,0.8323
ds-id11,128,7168,4096,128,2048,128,yes,0.062,1.000,12,8.3000,905.6,0.84,ok,0.8199
ds-id11,128,7168,4096,256,1024,128,yes,0.062,0.500,12,8.2964,906.0,0.22,ok,0.8203
ds-id11,128,7168,4096,512,512,128,yes,0.062,0.250,11,8.3917,895.7,0.45,ok,0.8110
ds-id11,128,7168,4096,1024,256,128,yes,0.062,0.125,11,8.8715,847.2,0.43,ok,0.7671
ds-id11,128,7168,4096,2048,128,128,yes,0.062,0.062,10,9.5455,787.4,0.11,ok,0.7129
