tag,M,K,N,Mc,Nc,Kc,onsurface,packA_MiB,packB_MiB,reps,ms,gflops,spread,correct,vs_v4a
llm,128,32768,512,64,512,1024,yes,0.250,2.000,25,3.8483,1116.1,0.07,ok,0.9757
llm,128,32768,512,128,256,1024,yes,0.500,1.000,25,3.9956,1074.9,0.21,ok,0.9397
llm,128,32768,512,256,128,1024,yes,0.500,0.500,23,4.3096,996.6,0.10,ok,0.8713
llm,128,32768,512,512,64,1024,yes,0.500,0.250,20,4.9461,868.4,0.02,ok,0.7591
llm,128,32768,512,16,4096,512,yes,0.031,1.000,24,4.0381,1063.6,0.27,ok,0.9298
llm,128,32768,512,32,2048,512,yes,0.062,1.000,24,4.0324,1065.1,0.18,ok,0.9311
llm,128,32768,512,64,1024,512,yes,0.125,1.000,24,4.0441,1062.0,0.07,ok,0.9285
llm,128,32768,512,128,512,512,yes,0.250,1.000,24,4.0267,1066.6,0.05,ok,0.9325
llm,128,32768,512,256,256,512,yes,0.250,0.500,23,4.1964,1023.5,0.02,ok,0.8948
llm,128,32768,512,512,128,512,yes,0.250,0.250,22,4.5185,950.5,0.17,ok,0.8310
llm,128,32768,512,1024,64,512,yes,0.250,0.125,19,5.1762,829.8,0.14,ok,0.7254
llm,128,32768,512,32,4096,256,yes,0.031,0.500,22,4.3969,976.8,0.25,ok,0.8540
llm,128,32768,512,64,2048,256,yes,0.062,0.500,23,4.3310,991.7,0.10,ok,0.8669
llm,128,32768,512,128,1024,256,yes,0.125,0.500,22,4.3930,977.7,0.29,ok,0.8547
llm,128,32768,512,256,512,256,yes,0.125,0.500,22,4.3939,977.5,0.10,ok,0.8545
llm,128,32768,512,512,256,256,yes,0.125,0.250,21,4.5667,940.5,0.03,ok,0.8222
llm,128,32768,512,1024,128,256,yes,0.125,0.125,20,4.9028,876.0,0.05,ok,0.7658
llm,128,32768,512,2048,64,256,yes,0.125,0.062,18,5.5787,769.9,0.92,ok,0.6730
llm,128,32768,512,64,4096,128,yes,0.031,0.250,21,4.6682,920.0,0.09,ok,0.8043
llm,128,32768,512,128,2048,128,yes,0.062,0.250,21,4.6520,923.2,0.10,ok,0.8071
llm,128,32768,512,256,1024,128,yes,0.062,0.250,21,4.6546,922.7,0.16,ok,0.8067
llm,128,32768,512,512,512,128,yes,0.062,0.250,21,4.6502,923.6,0.03,ok,0.8074
llm,128,32768,512,1024,256,128,yes,0.062,0.125,20,4.8021,894.4,0.06,ok,0.7819
llm,128,32768,512,2048,128,128,yes,0.062,0.062,19,5.2050,825.2,0.27,ok,0.7214
llm,128,32768,512,4096,64,128,yes,0.062,0.031,16,5.9062,727.2,0.07,ok,0.6357
llm,128,32768,512,128,4096,64,yes,0.031,0.125,17,5.8541,733.7,0.35,ok,0.6414
llm,128,32768,512,256,2048,64,yes,0.031,0.125,17,5.8671,732.0,0.38,ok,0.6400
llm,128,32768,512,512,1024,64,yes,0.031,0.125,17,5.8532,733.8,0.34,ok,0.6415
llm,128,32768,512,1024,512,64,yes,0.031,0.125,17,5.8717,731.5,0.78,ok,0.6395
llm,128,32768,512,2048,256,64,yes,0.031,0.062,16,5.9296,724.3,0.12,ok,0.6332
llm,128,32768,512,4096,128,64,yes,0.031,0.031,15,6.4611,664.7,0.21,ok,0.5811
llm,128,32768,512,16,512,2048,no,0.125,4.000,26,3.7547,1143.9,0.13,ok,1.0000
llm,128,32768,512,32,1024,2048,no,0.250,4.000,26,3.7551,1143.8,0.11,ok,0.9999
ds-id1,64,7168,2112,16,512,4096,yes,0.250,8.000,44,2.2344,867.3,0.08,ok,0.9112
ds-id1,64,7168,2112,32,256,4096,yes,0.500,4.000,47,2.1489,901.7,0.83,ok,0.9474
ds-id1,64,7168,2112,64,128,4096,yes,1.000,2.000,42,2.2283,869.6,0.56,ok,0.9137
ds-id1,64,7168,2112,128,64,4096,yes,1.000,1.000,38,2.5994,745.5,0.53,ok,0.7832
ds-id1,64,7168,2112,16,1024,2048,yes,0.125,8.000,44,2.2707,853.4,2.14,ok,0.8966
ds-id1,64,7168,2112,32,512,2048,yes,0.250,4.000,48,2.0696,936.3,2.18,ok,0.9837
ds-id1,64,7168,2112,64,256,2048,yes,0.500,2.000,48,2.0783,932.4,0.29,ok,0.9796
ds-id1,64,7168,2112,128,128,2048,yes,0.500,1.000,44,2.2349,867.1,0.16,ok,0.9110
ds-id1,64,7168,2112,256,64,2048,yes,0.500,0.500,38,2.5986,745.7,0.20,ok,0.7835
ds-id1,64,7168,2112,16,2048,1024,yes,0.062,8.000,44,2.2803,849.8,1.12,ok,0.8928
ds-id1,64,7168,2112,32,1024,1024,yes,0.125,4.000,49,1.9817,977.8,0.26,ok,1.0273
ds-id1,64,7168,2112,64,512,1024,yes,0.250,2.000,49,2.0091,964.5,0.36,ok,1.0134
ds-id1,64,7168,2112,128,256,1024,yes,0.250,1.000,47,2.1045,920.8,0.38,ok,0.9674
ds-id1,64,7168,2112,256,128,1024,yes,0.250,0.500,44,2.2536,859.9,0.21,ok,0.9034
ds-id1,64,7168,2112,512,64,1024,yes,0.250,0.250,37,2.6309,736.5,0.29,ok,0.7739
ds-id1,64,7168,2112,16,4096,512,yes,0.031,4.125,49,2.1054,920.4,0.02,ok,0.9670
ds-id1,64,7168,2112,32,2048,512,yes,0.062,4.000,48,2.0570,942.0,4.69,ok,0.9897
ds-id1,64,7168,2112,64,1024,512,yes,0.125,2.000,47,2.1322,908.8,0.42,ok,0.9548
ds-id1,64,7168,2112,128,512,512,yes,0.125,1.000,47,2.1085,919.0,0.37,ok,0.9656
ds-id1,64,7168,2112,256,256,512,yes,0.125,0.500,45,2.2063,878.3,0.14,ok,0.9228
ds-id1,64,7168,2112,512,128,512,yes,0.125,0.250,42,2.3881,811.4,0.17,ok,0.8525
ds-id1,64,7168,2112,1024,64,512,yes,0.125,0.125,36,2.7078,715.6,0.74,ok,0.7519
ds-id1,64,7168,2112,32,4096,256,yes,0.031,2.062,46,2.1555,899.0,2.22,ok,0.9445
ds-id1,64,7168,2112,64,2048,256,yes,0.062,2.000,46,2.1673,894.1,1.88,ok,0.9394
ds-id1,64,7168,2112,128,1024,256,yes,0.062,1.000,45,2.2135,875.4,0.42,ok,0.9198
ds-id1,64,7168,2112,256,512,256,yes,0.062,0.500,45,2.1963,882.3,0.58,ok,0.9270
ds-id1,64,7168,2112,512,256,256,yes,0.062,0.250,43,2.2758,851.5,0.39,ok,0.8946
ds-id1,64,7168,2112,1024,128,256,yes,0.062,0.125,41,2.4394,794.4,0.35,ok,0.8346
ds-id1,64,7168,2112,2048,64,256,yes,0.062,0.062,34,2.8855,671.5,0.21,ok,0.7056
ds-id1,64,7168,2112,64,4096,128,yes,0.031,1.031,41,2.4377,794.9,2.30,ok,0.8352
ds-id1,64,7168,2112,128,2048,128,yes,0.031,1.000,41,2.4132,803.0,1.04,ok,0.8436
ds-id1,64,7168,2112,256,1024,128,yes,0.031,0.500,40,2.4554,789.2,0.25,ok,0.8292
ds-id1,64,7168,2112,512,512,128,yes,0.031,0.250,40,2.4388,794.6,0.64,ok,0.8348
ds-id1,64,7168,2112,1024,256,128,yes,0.031,0.125,39,2.5374,763.7,0.57,ok,0.8024
ds-id1,64,7168,2112,2048,128,128,yes,0.031,0.062,37,2.7112,714.7,0.38,ok,0.7509
ds-id1,64,7168,2112,4096,64,128,yes,0.031,0.031,34,2.9395,659.2,0.90,ok,0.6926
ds-id1,64,7168,2112,128,4096,64,yes,0.016,0.516,33,3.0126,643.2,0.12,ok,0.6758
ds-id1,64,7168,2112,256,2048,64,yes,0.016,0.500,33,3.0301,639.5,0.24,ok,0.6719
ds-id1,64,7168,2112,512,1024,64,yes,0.016,0.250,32,3.0609,633.1,0.13,ok,0.6651
ds-id1,64,7168,2112,1024,512,64,yes,0.016,0.125,32,3.1156,621.9,0.09,ok,0.6534
ds-id1,64,7168,2112,2048,256,64,yes,0.016,0.062,31,3.2122,603.3,0.19,ok,0.6338
ds-id1,64,7168,2112,4096,128,64,yes,0.016,0.031,30,3.3331,581.4,0.06,ok,0.6108
ds-id1,64,7168,2112,16,512,2048,no,0.125,4.000,49,2.0359,951.8,1.93,ok,1.0000
ds-id1,64,7168,2112,32,1024,2048,no,0.250,8.000,43,2.3083,839.5,0.84,ok,0.8820
ds-id2,64,1536,24576,16,512,4096,yes,0.094,3.000,17,5.7052,846.9,0.98,ok,1.0040
ds-id2,64,1536,24576,32,256,4096,yes,0.188,1.500,17,5.8682,823.4,0.13,ok,0.9761
ds-id2,64,1536,24576,64,128,4096,yes,0.375,0.750,15,6.3678,758.8,0.12,ok,0.8995
ds-id2,64,1536,24576,128,64,4096,yes,0.375,0.375,14,7.0848,682.0,0.09,ok,0.8085
ds-id2,64,1536,24576,16,1024,2048,yes,0.094,6.000,16,5.9445,812.8,2.68,ok,0.9636
ds-id2,64,1536,24576,32,512,2048,yes,0.188,3.000,17,5.7637,838.3,1.75,ok,0.9938
ds-id2,64,1536,24576,64,256,2048,yes,0.375,1.500,16,5.8938,819.8,0.31,ok,0.9718
ds-id2,64,1536,24576,128,128,2048,yes,0.375,0.750,15,6.3719,758.3,0.31,ok,0.8989
ds-id2,64,1536,24576,256,64,2048,yes,0.375,0.375,14,7.0857,681.9,0.18,ok,0.8084
ds-id2,64,1536,24576,16,2048,1024,yes,0.062,8.000,15,6.3199,764.5,0.53,ok,0.9063
ds-id2,64,1536,24576,32,1024,1024,yes,0.125,4.000,15,6.2891,768.3,1.48,ok,0.9108
ds-id2,64,1536,24576,64,512,1024,yes,0.250,2.000,16,6.2084,778.3,0.73,ok,0.9226
ds-id2,64,1536,24576,128,256,1024,yes,0.250,1.000,15,6.4129,753.5,0.31,ok,0.8932
ds-id2,64,1536,24576,256,128,1024,yes,0.250,0.500,14,6.8278,707.7,0.29,ok,0.8389
ds-id2,64,1536,24576,512,64,1024,yes,0.250,0.250,12,8.1253,594.7,0.51,ok,0.7049
ds-id2,64,1536,24576,16,4096,512,yes,0.031,8.000,14,6.8389,706.5,3.41,ok,0.8375
ds-id2,64,1536,24576,32,2048,512,yes,0.062,4.000,15,6.4926,744.2,2.05,ok,0.8822
ds-id2,64,1536,24576,64,1024,512,yes,0.125,2.000,15,6.2979,767.2,0.24,ok,0.9095
ds-id2,64,1536,24576,128,512,512,yes,0.125,1.000,15,6.4030,754.6,1.44,ok,0.8945
ds-id2,64,1536,24576,256,256,512,yes,0.125,0.500,15,6.5330,739.6,1.46,ok,0.8767
ds-id2,64,1536,24576,512,128,512,yes,0.125,0.250,14,6.9223,698.0,0.19,ok,0.8274
ds-id2,64,1536,24576,1024,64,512,yes,0.125,0.125,12,8.3272,580.2,0.23,ok,0.6878
ds-id2,64,1536,24576,32,4096,256,yes,0.031,4.000,14,7.1445,676.3,0.14,ok,0.8017
ds-id2,64,1536,24576,64,2048,256,yes,0.062,2.000,13,7.2147,669.7,0.17,ok,0.7939
ds-id2,64,1536,24576,128,1024,256,yes,0.062,1.000,14,7.0225,688.1,1.00,ok,0.8156
ds-id2,64,1536,24576,256,512,256,yes,0.062,0.500,14,7.1255,678.1,0.30,ok,0.8038
ds-id2,64,1536,24576,512,256,256,yes,0.062,0.250,13,7.3072,661.2,1.52,ok,0.7839
ds-id2,64,1536,24576,1024,128,256,yes,0.062,0.125,12,7.3833,654.4,5.39,ok,0.7758
ds-id2,64,1536,24576,2048,64,256,yes,0.062,0.062,10,9.2689,521.3,0.45,ok,0.6180
ds-id2,64,1536,24576,64,4096,128,yes,0.031,2.000,13,7.0958,680.9,2.42,ok,0.8072
ds-id2,64,1536,24576,128,2048,128,yes,0.031,1.000,13,7.2152,669.7,0.56,ok,0.7939
ds-id2,64,1536,24576,256,1024,128,yes,0.031,0.500,13,7.1185,678.8,2.50,ok,0.8046
ds-id2,64,1536,24576,512,512,128,yes,0.031,0.250,14,7.2927,662.6,1.37,ok,0.7854
ds-id2,64,1536,24576,1024,256,128,yes,0.031,0.125,13,7.5003,644.2,3.97,ok,0.7637
ds-id2,64,1536,24576,2048,128,128,yes,0.031,0.062,12,7.8960,611.9,0.60,ok,0.7254
ds-id2,64,1536,24576,4096,64,128,yes,0.031,0.031,11,8.9532,539.7,0.72,ok,0.6398
ds-id2,64,1536,24576,128,4096,64,yes,0.016,1.000,12,8.1338,594.0,0.27,ok,0.7042
ds-id2,64,1536,24576,256,2048,64,yes,0.016,0.500,12,8.2254,587.4,0.51,ok,0.6964
ds-id2,64,1536,24576,512,1024,64,yes,0.016,0.250,12,8.2067,588.8,0.76,ok,0.6979
ds-id2,64,1536,24576,1024,512,64,yes,0.016,0.125,11,8.3422,579.2,0.40,ok,0.6866
ds-id2,64,1536,24576,2048,256,64,yes,0.016,0.062,11,8.6013,561.8,1.48,ok,0.6659
ds-id2,64,1536,24576,4096,128,64,yes,0.016,0.031,11,8.8643,545.1,0.88,ok,0.6462
ds-id2,64,1536,24576,16,512,2048,no,0.094,3.000,17,5.7278,843.6,1.54,ok,1.0000
ds-id2,64,1536,24576,32,1024,2048,no,0.188,6.000,16,5.7862,835.1,1.78,ok,0.9899
ds-id3,64,512,32768,16,512,4096,yes,0.031,1.000,38,2.5561,840.2,0.46,ok,1.0063
ds-id3,64,512,32768,32,256,4096,yes,0.062,0.500,38,2.6306,816.3,0.39,ok,0.9778
ds-id3,64,512,32768,64,128,4096,yes,0.125,0.250,35,2.8024,766.3,0.02,ok,0.9178
ds-id3,64,512,32768,128,64,4096,yes,0.125,0.125,32,3.1173,688.9,0.34,ok,0.8251
ds-id3,64,512,32768,16,1024,2048,yes,0.031,2.000,39,2.5190,852.5,0.02,ok,1.0211
ds-id3,64,512,32768,32,512,2048,yes,0.062,1.000,39,2.5667,836.7,0.14,ok,1.0021
ds-id3,64,512,32768,64,256,2048,yes,0.125,0.500,37,2.6332,815.5,0.50,ok,0.9768
ds-id3,64,512,32768,128,128,2048,yes,0.125,0.250,35,2.8021,766.4,0.04,ok,0.9179
ds-id3,64,512,32768,256,64,2048,yes,0.125,0.125,31,3.1132,689.8,0.32,ok,0.8262
ds-id3,64,512,32768,16,2048,1024,yes,0.031,4.000,39,2.5304,848.7,0.41,ok,1.0165
ds-id3,64,512,32768,32,1024,1024,yes,0.062,2.000,39,2.5275,849.6,0.39,ok,1.0177
ds-id3,64,512,32768,64,512,1024,yes,0.125,1.000,38,2.5547,840.6,0.47,ok,1.0069
ds-id3,64,512,32768,128,256,1024,yes,0.125,0.500,37,2.6490,810.7,0.38,ok,0.9710
ds-id3,64,512,32768,256,128,1024,yes,0.125,0.250,35,2.7912,769.4,0.13,ok,0.9215
ds-id3,64,512,32768,512,64,1024,yes,0.125,0.125,32,3.1071,691.2,0.52,ok,0.8278
ds-id3,64,512,32768,16,4096,512,yes,0.031,8.000,34,2.8953,741.7,1.58,ok,0.8884
ds-id3,64,512,32768,32,2048,512,yes,0.062,4.000,39,2.5372,846.4,0.43,ok,1.0138
ds-id3,64,512,32768,64,1024,512,yes,0.125,2.000,39,2.5393,845.7,0.31,ok,1.0129
ds-id3,64,512,32768,128,512,512,yes,0.125,1.000,37,2.5623,838.1,0.63,ok,1.0039
ds-id3,64,512,32768,256,256,512,yes,0.125,0.500,37,2.6449,811.9,0.39,ok,0.9725
ds-id3,64,512,32768,512,128,512,yes,0.125,0.250,35,2.7929,768.9,0.22,ok,0.9210
ds-id3,64,512,32768,1024,64,512,yes,0.125,0.125,32,3.1077,691.0,0.07,ok,0.8277
ds-id3,64,512,32768,32,4096,256,yes,0.031,4.000,33,3.1107,690.4,0.49,ok,0.8269
ds-id3,64,512,32768,64,2048,256,yes,0.062,2.000,32,3.0735,698.7,1.22,ok,0.8369
ds-id3,64,512,32768,128,1024,256,yes,0.062,1.000,33,3.0625,701.2,1.99,ok,0.8399
ds-id3,64,512,32768,256,512,256,yes,0.062,0.500,32,3.0584,702.2,1.22,ok,0.8410
ds-id3,64,512,32768,512,256,256,yes,0.062,0.250,32,3.1238,687.5,0.14,ok,0.8234
ds-id3,64,512,32768,1024,128,256,yes,0.062,0.125,30,3.3120,648.4,0.39,ok,0.7766
ds-id3,64,512,32768,2048,64,256,yes,0.062,0.062,26,3.8698,554.9,0.19,ok,0.6647
ds-id3,64,512,32768,64,4096,128,yes,0.031,2.000,29,3.4582,621.0,1.93,ok,0.7438
ds-id3,64,512,32768,128,2048,128,yes,0.031,1.000,29,3.4413,624.0,0.43,ok,0.7474
ds-id3,64,512,32768,256,1024,128,yes,0.031,0.500,28,3.4459,623.2,0.15,ok,0.7464
ds-id3,64,512,32768,512,512,128,yes,0.031,0.250,28,3.5122,611.4,0.13,ok,0.7323
ds-id3,64,512,32768,1024,256,128,yes,0.031,0.125,27,3.6182,593.5,2.25,ok,0.7109
ds-id3,64,512,32768,2048,128,128,yes,0.031,0.062,25,3.6753,584.3,7.30,ok,0.6998
ds-id3,64,512,32768,4096,64,128,yes,0.031,0.031,23,4.2935,500.2,2.03,ok,0.5991
ds-id3,64,512,32768,128,4096,64,yes,0.016,1.000,26,3.7701,569.6,0.95,ok,0.6822
ds-id3,64,512,32768,256,2048,64,yes,0.016,0.500,26,3.7383,574.5,1.39,ok,0.6881
ds-id3,64,512,32768,512,1024,64,yes,0.016,0.250,27,3.7236,576.7,0.32,ok,0.6908
ds-id3,64,512,32768,1024,512,64,yes,0.016,0.125,26,3.8065,564.2,0.51,ok,0.6757
ds-id3,64,512,32768,2048,256,64,yes,0.016,0.062,25,3.8823,553.1,1.98,ok,0.6625
ds-id3,64,512,32768,4096,128,64,yes,0.016,0.031,24,4.0174,534.5,1.46,ok,0.6403
ds-id3,64,512,32768,16,512,2048,no,0.031,1.000,38,2.5722,834.9,0.27,ok,1.0000
ds-id3,64,512,32768,32,1024,2048,no,0.062,2.000,39,2.5342,847.4,0.58,ok,1.0150
ds-id4,64,16384,7168,16,512,4096,yes,0.250,8.000,5,20.0352,750.3,0.96,ok,0.8861
ds-id4,64,16384,7168,32,256,4096,yes,0.500,4.000,5,18.4298,815.7,0.67,ok,0.9633
ds-id4,64,16384,7168,64,128,4096,yes,1.000,2.000,5,19.5377,769.4,0.14,ok,0.9087
ds-id4,64,16384,7168,128,64,4096,yes,1.000,1.000,4,21.8125,689.2,0.67,ok,0.8139
ds-id4,64,16384,7168,16,1024,2048,yes,0.125,8.000,5,19.2774,779.8,0.18,ok,0.9210
ds-id4,64,16384,7168,32,512,2048,yes,0.250,4.000,5,17.7844,845.3,0.19,ok,0.9983
ds-id4,64,16384,7168,64,256,2048,yes,0.500,2.000,5,18.2223,824.9,0.84,ok,0.9743
ds-id4,64,16384,7168,128,128,2048,yes,0.500,1.000,5,19.2949,779.1,0.61,ok,0.9201
ds-id4,64,16384,7168,256,64,2048,yes,0.500,0.500,4,21.7990,689.6,0.43,ok,0.8144
ds-id4,64,16384,7168,16,2048,1024,yes,0.062,8.000,5,19.1188,786.3,0.07,ok,0.9286
ds-id4,64,16384,7168,32,1024,1024,yes,0.125,4.000,5,17.3418,866.8,0.31,ok,1.0237
ds-id4,64,16384,7168,64,512,1024,yes,0.250,2.000,5,17.6709,850.7,1.89,ok,1.0047
ds-id4,64,16384,7168,128,256,1024,yes,0.250,1.000,5,18.5251,811.5,0.08,ok,0.9584
ds-id4,64,16384,7168,256,128,1024,yes,0.250,0.500,4,20.2033,744.1,1.38,ok,0.8787
ds-id4,64,16384,7168,512,64,1024,yes,0.250,0.250,4,24.8867,604.0,0.90,ok,0.7134
ds-id4,64,16384,7168,16,4096,512,yes,0.031,8.000,5,18.9877,791.7,0.59,ok,0.9350
ds-id4,64,16384,7168,32,2048,512,yes,0.062,4.000,5,17.5200,858.0,0.07,ok,1.0133
ds-id4,64,16384,7168,64,1024,512,yes,0.125,2.000,5,17.3548,866.2,0.09,ok,1.0230
ds-id4,64,16384,7168,128,512,512,yes,0.125,1.000,5,18.0861,831.2,0.66,ok,0.9816
ds-id4,64,16384,7168,256,256,512,yes,0.125,0.500,5,18.5825,809.0,0.83,ok,0.9554
ds-id4,64,16384,7168,512,128,512,yes,0.125,0.250,4,20.0489,749.8,0.61,ok,0.8855
ds-id4,64,16384,7168,1024,64,512,yes,0.125,0.125,4,24.2213,620.6,0.47,ok,0.7330
ds-id4,64,16384,7168,32,4096,256,yes,0.031,4.000,5,17.8515,842.1,0.19,ok,0.9945
ds-id4,64,16384,7168,64,2048,256,yes,0.062,2.000,5,17.9637,836.8,0.76,ok,0.9883
ds-id4,64,16384,7168,128,1024,256,yes,0.062,1.000,5,18.2953,821.7,0.94,ok,0.9704
ds-id4,64,16384,7168,256,512,256,yes,0.062,0.500,5,18.7971,799.7,0.21,ok,0.9445
ds-id4,64,16384,7168,512,256,256,yes,0.062,0.250,5,19.5152,770.3,0.60,ok,0.9097
ds-id4,64,16384,7168,1024,128,256,yes,0.062,0.125,4,20.3936,737.1,0.13,ok,0.8705
ds-id4,64,16384,7168,2048,64,256,yes,0.062,0.062,3,25.3475,593.1,0.51,ok,0.7004
ds-id4,64,16384,7168,64,4096,128,yes,0.031,2.000,5,19.9719,752.7,1.68,ok,0.8889
ds-id4,64,16384,7168,128,2048,128,yes,0.031,1.000,4,20.4521,735.0,0.78,ok,0.8681
ds-id4,64,16384,7168,256,1024,128,yes,0.031,0.500,4,20.3289,739.5,2.49,ok,0.8733
ds-id4,64,16384,7168,512,512,128,yes,0.031,0.250,4,20.9177,718.6,0.47,ok,0.8487
ds-id4,64,16384,7168,1024,256,128,yes,0.031,0.125,4,21.7585,690.9,1.31,ok,0.8159
ds-id4,64,16384,7168,2048,128,128,yes,0.031,0.062,4,23.1741,648.7,2.29,ok,0.7661
ds-id4,64,16384,7168,4096,64,128,yes,0.031,0.031,3,26.3890,569.6,1.01,ok,0.6728
ds-id4,64,16384,7168,128,4096,64,yes,0.016,1.000,4,24.5050,613.4,0.24,ok,0.7245
ds-id4,64,16384,7168,256,2048,64,yes,0.016,0.500,4,24.6282,610.4,0.73,ok,0.7209
ds-id4,64,16384,7168,512,1024,64,yes,0.016,0.250,4,24.7871,606.5,0.22,ok,0.7162
ds-id4,64,16384,7168,1024,512,64,yes,0.016,0.125,3,25.3084,594.0,0.19,ok,0.7015
ds-id4,64,16384,7168,2048,256,64,yes,0.016,0.062,3,26.1577,574.7,0.03,ok,0.6787
ds-id4,64,16384,7168,4096,128,64,yes,0.016,0.031,3,27.6362,543.9,0.39,ok,0.6424
ds-id4,64,16384,7168,16,512,2048,no,0.125,4.000,5,17.7535,846.7,0.27,ok,1.0000
ds-id4,64,16384,7168,32,1024,2048,no,0.250,8.000,5,19.2075,782.6,0.22,ok,0.9243
ds-id5,64,7168,4096,16,512,4096,yes,0.250,8.000,21,4.6050,816.1,1.48,ok,1.0420
ds-id5,64,7168,4096,32,256,4096,yes,0.500,4.000,21,4.6550,807.3,2.09,ok,1.0308
ds-id5,64,7168,4096,64,128,4096,yes,1.000,2.000,20,4.9296,762.3,0.09,ok,0.9734
ds-id5,64,7168,4096,128,64,4096,yes,1.000,1.000,18,5.4764,686.2,0.81,ok,0.8762
ds-id5,64,7168,4096,16,1024,2048,yes,0.125,8.000,21,4.6400,809.9,0.45,ok,1.0341
ds-id5,64,7168,4096,32,512,2048,yes,0.250,4.000,21,4.8377,776.8,2.76,ok,0.9919
ds-id5,64,7168,4096,64,256,2048,yes,0.500,2.000,22,4.5283,829.9,0.61,ok,1.0596
ds-id5,64,7168,4096,128,128,2048,yes,0.500,1.000,20,4.8625,772.9,0.34,ok,0.9868
ds-id5,64,7168,4096,256,64,2048,yes,0.500,0.500,17,5.7536,653.2,2.33,ok,0.8340
ds-id5,64,7168,4096,16,2048,1024,yes,0.062,8.000,21,4.9722,755.8,2.69,ok,0.9651
ds-id5,64,7168,4096,32,1024,1024,yes,0.125,4.000,20,4.7900,784.6,3.19,ok,1.0017
ds-id5,64,7168,4096,64,512,1024,yes,0.250,2.000,22,4.6837,802.4,0.45,ok,1.0245
ds-id5,64,7168,4096,128,256,1024,yes,0.250,1.000,20,4.7663,788.5,0.06,ok,1.0067
ds-id5,64,7168,4096,256,128,1024,yes,0.250,0.500,20,4.9427,760.3,0.44,ok,0.9708
ds-id5,64,7168,4096,512,64,1024,yes,0.250,0.250,16,5.8314,644.5,1.37,ok,0.8229
ds-id5,64,7168,4096,16,4096,512,yes,0.031,8.000,21,5.2246,719.3,10.32,ok,0.9184
ds-id5,64,7168,4096,32,2048,512,yes,0.062,4.000,21,4.7953,783.7,1.78,ok,1.0006
ds-id5,64,7168,4096,64,1024,512,yes,0.125,2.000,21,4.6393,810.1,0.39,ok,1.0343
ds-id5,64,7168,4096,128,512,512,yes,0.125,1.000,20,4.7106,797.8,0.52,ok,1.0186
ds-id5,64,7168,4096,256,256,512,yes,0.125,0.500,20,4.8581,773.6,1.16,ok,0.9877
ds-id5,64,7168,4096,512,128,512,yes,0.125,0.250,19,5.1579,728.6,0.31,ok,0.9303
ds-id5,64,7168,4096,1024,64,512,yes,0.125,0.125,16,6.1672,609.4,0.87,ok,0.7781
ds-id5,64,7168,4096,32,4096,256,yes,0.031,4.000,20,4.9773,755.1,0.45,ok,0.9641
ds-id5,64,7168,4096,64,2048,256,yes,0.062,2.000,20,4.9515,759.0,0.67,ok,0.9691
ds-id5,64,7168,4096,128,1024,256,yes,0.062,1.000,20,4.8224,779.3,1.53,ok,0.9950
ds-id5,64,7168,4096,256,512,256,yes,0.062,0.500,20,4.8757,770.8,0.68,ok,0.9842
ds-id5,64,7168,4096,512,256,256,yes,0.062,0.250,19,5.0167,749.1,0.86,ok,0.9565
ds-id5,64,7168,4096,1024,128,256,yes,0.062,0.125,18,5.3764,699.0,0.08,ok,0.8925
ds-id5,64,7168,4096,2048,64,256,yes,0.062,0.062,15,6.5427,574.4,0.82,ok,0.7334
ds-id5,64,7168,4096,64,4096,128,yes,0.031,2.000,18,5.4429,690.5,0.53,ok,0.8816
ds-id5,64,7168,4096,128,2048,128,yes,0.031,1.000,18,5.4480,689.8,0.18,ok,0.8808
ds-id5,64,7168,4096,256,1024,128,yes,0.031,0.500,18,5.4640,687.8,2.48,ok,0.8782
ds-id5,64,7168,4096,512,512,128,yes,0.031,0.250,18,5.5381,678.6,0.75,ok,0.8664
ds-id5,64,7168,4096,1024,256,128,yes,0.031,0.125,17,5.7567,652.8,2.52,ok,0.8335
ds-id5,64,7168,4096,2048,128,128,yes,0.031,0.062,16,5.9804,628.4,0.89,ok,0.8024
ds-id5,64,7168,4096,4096,64,128,yes,0.031,0.031,14,6.9866,537.9,0.36,ok,0.6868
ds-id5,64,7168,4096,128,4096,64,yes,0.016,1.000,15,6.4804,579.9,0.09,ok,0.7404
ds-id5,64,7168,4096,256,2048,64,yes,0.016,0.500,15,6.5076,577.5,0.07,ok,0.7374
ds-id5,64,7168,4096,512,1024,64,yes,0.016,0.250,14,6.6987,561.0,1.92,ok,0.7163
ds-id5,64,7168,4096,1024,512,64,yes,0.016,0.125,14,6.7940,553.1,0.45,ok,0.7063
ds-id5,64,7168,4096,2048,256,64,yes,0.016,0.062,14,6.9253,542.7,0.03,ok,0.6929
ds-id5,64,7168,4096,4096,128,64,yes,0.016,0.031,13,7.2693,517.0,0.69,ok,0.6601
ds-id5,64,7168,4096,16,512,2048,no,0.125,4.000,19,4.7984,783.2,1.90,ok,1.0000
ds-id5,64,7168,4096,32,1024,2048,no,0.250,8.000,20,4.5849,819.7,1.05,ok,1.0466
ds-id6,64,2048,7168,16,512,4096,yes,0.125,4.000,46,2.1542,872.3,0.12,ok,0.9970
ds-id6,64,2048,7168,32,256,4096,yes,0.250,2.000,43,2.3320,805.8,1.07,ok,0.9210
ds-id6,64,2048,7168,64,128,4096,yes,0.500,1.000,42,2.3824,788.7,0.31,ok,0.9015
