experiment,category,mode,M,N,K,implementation,variant,median_ms,mean_ms,min_ms,stddev_ms,reps,ns_per_invocation,gflops,packing_ms,compute_ms,max_abs_error,relative_error,max_abs_error_vs_fp64,status,spread_pct,n_runs
hot_microkernel,hot,hot_microkernel,32,32,256,KAI 2VL,32x32 tile,1.640041,1.642209,1.620250,0.013644,185,321.953000,1628.464000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.95,3
hot_microkernel,hot,hot_microkernel,16,16,256,KAI 8VS,16x16 tile,1.655750,1.630996,1.561084,0.032119,190,147.223000,890.294000,NA,NA,5.722046e-06,2.753174e-07,0.000000e+00,PASS,9.44,3
hot_microkernel,hot,hot_microkernel,64,16,512,SME 4x1,64x16 tile,1.858125,1.861516,1.851250,0.009398,163,878.584000,1193.485000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.01,3
hot_microkernel,hot,hot_microkernel,64,16,512,SME 4x1 [iso],"64x16, smstart/call",1.858645,1.860787,1.851708,0.008125,163,878.792000,1193.201000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.01,3
hot_microkernel,hot,hot_microkernel,32,32,512,SME 2x2,32x32 tile,1.932562,1.935862,1.925583,0.008653,155,878.438000,1193.683000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.03,3
hot_microkernel,hot,hot_microkernel,32,32,512,SME 2x2 [iso],"32x32, smstart/call",1.933105,1.937546,1.926166,0.010470,156,878.867000,1193.100000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.06,3
hot_microkernel,hot,hot_microkernel,16,64,512,SME 1x4,16x64 tile,1.883208,1.885338,1.875000,0.007998,161,893.065000,1174.132000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.15,3
hot_microkernel,hot,hot_microkernel,16,64,512,SME 1x4 [iso],"16x64, smstart/call",1.884729,1.886805,1.874333,0.008288,161,894.508000,1172.237000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.17,3
hot_microkernel,hot,hot_microkernel,16,64,512,SME 1x4sym,16x64 tile,1.912958,1.916349,1.904333,0.010056,156,878.663000,1193.376000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.06,3
hot_microkernel,hot,hot_microkernel,16,64,512,SME 1x4sym [iso],"16x64, smstart/call",1.912583,1.915690,1.904916,0.014881,158,878.944000,1192.995000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.07,3
hot_microkernel,hot,hot_microkernel,64,16,512,SME 4x1ZP,64x16 tile,1.901792,1.903517,1.894875,0.008163,158,878.495000,1193.605000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.02,3
hot_microkernel,hot,hot_microkernel,64,16,512,SME 4x1ZP [iso],"64x16, smstart/call",1.902855,1.906650,1.895459,0.010565,158,878.917000,1193.032000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.05,3
hot_microkernel,hot,hot_microkernel,16,64,512,SME 1x4Acc,16x64 tile,1.879104,1.903610,1.838167,0.010551,162,574.563000,1824.996000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,1.74,3
hot_microkernel,hot,hot_microkernel,16,64,512,SME 1x4Acc [iso],"16x64, smstart/call",1.898792,1.902397,1.840834,0.009286,162,574.355000,1825.657000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,5.08,3
hot_microkernel,hot,hot_microkernel,16,64,512,SME 1x4Acc [amort],"16x64, zero+store amort",1.727791,1.729614,1.674167,0.009088,179,522.815000,2005.636000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,7.75,3
hot_microkernel,hot,hot_microkernel,16,64,512,SME 1x4AccKc,16x64 tile,1.844333,1.847672,1.837167,0.011394,163,574.235000,1826.041000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,3.04,3
hot_microkernel,hot,hot_microkernel,16,64,512,SME 1x4AccKc [iso],"16x64, smstart/call",1.845500,1.849494,1.838416,0.009943,163,574.222000,1826.080000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,3.63,3
hot_microkernel,hot,hot_microkernel,16,64,512,SME 1x4AccKc [amort],"16x64, zero+store amort",1.679625,1.683428,1.672334,0.010817,179,522.596000,2006.474000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,7.26,3
hot_microkernel,hot,hot_microkernel,32,32,512,KAI 2VL,32x32 tile,1.836896,1.841005,1.827708,0.009981,164,583.340000,1797.538000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,6.02,3
hot_microkernel,hot,hot_microkernel,16,16,512,KAI 8VS,16x16 tile,1.756750,1.759652,1.712417,0.010486,171,170.409000,1538.319000,NA,NA,1.430511e-05,4.871500e-07,0.000000e+00,PASS,9.21,3
hot_microkernel,hot,hot_microkernel,64,16,1024,SME 4x1,64x16 tile,1.963583,1.966870,1.956625,0.008805,153,1400.823000,1497.086000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.09,3
hot_microkernel,hot,hot_microkernel,64,16,1024,SME 4x1 [iso],"64x16, smstart/call",1.965417,1.968530,1.957041,0.009660,152,1401.306000,1496.570000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.04,3
hot_microkernel,hot,hot_microkernel,32,32,1024,SME 2x2,32x32 tile,1.980334,1.983724,1.971917,0.009619,152,1401.116000,1496.772000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.08,3
hot_microkernel,hot,hot_microkernel,32,32,1024,SME 2x2 [iso],"32x32, smstart/call",1.980667,1.984332,1.972292,0.010841,149,1401.880000,1495.957000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.40,3
hot_microkernel,hot,hot_microkernel,16,64,1024,SME 1x4,16x64 tile,1.942542,1.946512,1.934625,0.009545,164,1452.468000,1443.855000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.08,3
hot_microkernel,hot,hot_microkernel,16,64,1024,SME 1x4 [iso],"16x64, smstart/call",1.943459,1.947284,1.933958,0.011444,163,1452.510000,1443.812000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.25,3
hot_microkernel,hot,hot_microkernel,16,64,1024,SME 1x4sym,16x64 tile,1.913708,1.916658,1.906292,0.008493,157,1400.958000,1496.942000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.04,3
hot_microkernel,hot,hot_microkernel,16,64,1024,SME 1x4sym [iso],"16x64, smstart/call",1.915208,1.917974,1.906834,0.008822,157,1401.352000,1496.520000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.07,3
hot_microkernel,hot,hot_microkernel,64,16,1024,SME 4x1ZP,64x16 tile,1.913291,1.916479,1.904792,0.009983,158,1401.678000,1496.172000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.08,3
hot_microkernel,hot,hot_microkernel,64,16,1024,SME 4x1ZP [iso],"64x16, smstart/call",1.917042,1.928499,1.905125,0.009148,158,1401.671000,1496.180000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,0.22,3
hot_microkernel,hot,hot_microkernel,16,64,1024,SME 1x4Acc,16x64 tile,1.918500,1.922613,1.874708,0.010091,157,1096.286000,1912.961000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,5.46,3
hot_microkernel,hot,hot_microkernel,16,64,1024,SME 1x4Acc [iso],"16x64, smstart/call",1.919625,1.922915,1.875875,0.008851,154,1096.929000,1911.840000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,4.87,3
hot_microkernel,hot,hot_microkernel,16,64,1024,SME 1x4Acc [amort],"16x64, zero+store amort",1.828291,1.830760,1.821208,0.010674,165,1045.439000,2006.001000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,8.44,3
hot_microkernel,hot,hot_microkernel,16,64,1024,SME 1x4AccKc,16x64 tile,1.917229,1.918953,1.886958,0.008578,156,1096.867000,1911.948000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,5.27,3
hot_microkernel,hot,hot_microkernel,16,64,1024,SME 1x4AccKc [iso],"16x64, smstart/call",1.927417,1.931563,1.889041,0.011180,156,1097.367000,1911.076000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,7.19,3
hot_microkernel,hot,hot_microkernel,16,64,1024,SME 1x4AccKc [amort],"16x64, zero+store amort",1.836625,1.840126,1.798333,0.014864,163,1044.802000,2007.225000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,7.14,3
hot_microkernel,hot,hot_microkernel,32,32,1024,KAI 2VL,32x32 tile,1.973416,1.977532,1.956500,0.014086,153,1105.656000,1896.750000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,8.03,3
hot_microkernel,hot,hot_microkernel,16,16,1024,KAI 8VS,16x16 tile,1.780125,1.800527,1.768208,0.044851,169,300.697000,1743.577000,NA,NA,2.670288e-05,6.157844e-07,0.000000e+00,PASS,12.29,3
hot_microkernel,hot,hot_microkernel,64,16,2048,SME 4x1,64x16 tile,1.841000,1.855232,1.812459,0.009548,168,2446.566000,1714.364000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,1.15,3
hot_microkernel,hot,hot_microkernel,64,16,2048,SME 4x1 [iso],"64x16, smstart/call",1.842770,1.862968,1.815250,0.009512,173,2446.203000,1714.618000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,1.27,3
hot_microkernel,hot,hot_microkernel,32,32,2048,SME 2x2,32x32 tile,1.984208,1.987961,1.975709,0.010008,152,2446.619000,1714.327000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,4.38,3
hot_microkernel,hot,hot_microkernel,32,32,2048,SME 2x2 [iso],"32x32, smstart/call",1.983000,1.986753,1.975958,0.013053,152,2446.007000,1714.755000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,4.42,3
hot_microkernel,hot,hot_microkernel,16,64,2048,SME 1x4,16x64 tile,2.002542,2.006940,1.992333,0.010427,154,2567.362000,1633.702000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,2.26,3
hot_microkernel,hot,hot_microkernel,16,64,2048,SME 1x4 [iso],"16x64, smstart/call",2.003292,2.005599,1.992417,0.009242,153,2570.441000,1631.745000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,3.25,3
hot_microkernel,hot,hot_microkernel,16,64,2048,SME 1x4sym,16x64 tile,2.001417,2.004603,1.958458,0.010654,154,2446.720000,1714.256000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,6.98,3
hot_microkernel,hot,hot_microkernel,16,64,2048,SME 1x4sym [iso],"16x64, smstart/call",1.967167,1.969871,1.958875,0.010060,153,2446.725000,1714.252000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,1.17,3
hot_microkernel,hot,hot_microkernel,64,16,2048,SME 4x1ZP,64x16 tile,1.955875,1.958387,1.948916,0.009447,154,2446.844000,1714.169000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,1.88,3
hot_microkernel,hot,hot_microkernel,64,16,2048,SME 4x1ZP [iso],"64x16, smstart/call",1.957396,1.961861,1.950709,0.011433,154,2446.745000,1714.238000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,1.74,3
hot_microkernel,hot,hot_microkernel,16,64,2048,SME 1x4Acc,16x64 tile,1.992833,1.997474,1.883083,0.015130,151,2142.831000,1957.366000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,8.23,3
hot_microkernel,hot,hot_microkernel,16,64,2048,SME 1x4Acc [iso],"16x64, smstart/call",1.991167,1.995004,1.883375,0.010821,151,2141.040000,1959.003000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,7.88,3
hot_microkernel,hot,hot_microkernel,16,64,2048,SME 1x4Acc [amort],"16x64, zero+store amort",1.942792,1.946872,1.897541,0.011000,155,2089.420000,2007.401000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,7.99,3
hot_microkernel,hot,hot_microkernel,16,64,2048,SME 1x4AccKc,16x64 tile,1.986708,1.990232,1.979042,0.009475,151,2140.850000,1959.177000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,6.49,3
hot_microkernel,hot,hot_microkernel,16,64,2048,SME 1x4AccKc [iso],"16x64, smstart/call",1.987958,2.002054,1.979375,0.082468,151,2142.212000,1957.931000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,6.31,3
hot_microkernel,hot,hot_microkernel,16,64,2048,SME 1x4AccKc [amort],"16x64, zero+store amort",1.938625,1.942728,1.931500,0.048990,154,2099.853000,1997.427000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,7.87,3
hot_microkernel,hot,hot_microkernel,32,32,2048,KAI 2VL,32x32 tile,1.991417,1.995240,1.984709,0.012687,151,2152.763000,1948.335000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,6.82,3
hot_microkernel,hot,hot_microkernel,16,16,2048,KAI 8VS,16x16 tile,1.864604,1.853267,1.757333,0.081696,170,592.879000,1768.618000,NA,NA,4.768372e-05,9.017850e-07,0.000000e+00,PASS,12.27,3
zero_only,square,zero_only,256,256,256,memset C,,0.002042,0.002047,0.002000,0.000017,51,NA,16432.141000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,25.36,3
end_to_end,square,end_to_end,256,256,256,SME 4x1,"C+=A*B, memset timed",0.052583,0.052732,0.052416,0.000890,151,NA,638.123000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,3.08,3
end_to_end,square,end_to_end,256,256,256,SME 2x2,"C+=A*B, memset timed",0.049541,0.049742,0.049417,0.000837,151,NA,677.306000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.08,3
end_to_end,square,end_to_end,256,256,256,SME 1x4,"C+=A*B, memset timed",0.051959,0.052140,0.051834,0.000782,151,NA,645.787000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.16,3
end_to_end,square,end_to_end,256,256,256,SME 1x4sym,"C+=A*B, memset timed",0.051959,0.052183,0.051834,0.000721,151,NA,645.787000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.16,3
end_to_end,square,end_to_end,256,256,256,SME 4x1ZP,"C+=A*B, memset timed",0.049667,0.049835,0.049541,0.000522,151,NA,675.588000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.17,3
end_to_end,square,end_to_end,256,256,256,SME 1x4ZAIO,"C+=A*B, memset timed",0.060958,0.061097,0.060875,0.000617,151,NA,550.452000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.90,3
end_to_end,square,end_to_end,256,256,256,SME 1x4Acc,"C=A*B, no memset",0.024041,0.024092,0.023958,0.000329,151,NA,1395.717000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.35,3
end_to_end,square,end_to_end,256,256,256,SME 1x4AccKc,"C=A*B, no memset",0.024000,0.024060,0.023958,0.000113,151,NA,1398.101000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.17,3
end_to_end,square,end_to_end,256,256,256,KAI 2VL,,0.028250,0.028261,0.025583,0.000455,151,NA,1187.768000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.15,3
end_to_end,square,end_to_end,256,256,256,KAI 8VS,,0.026291,0.026177,0.021583,0.000665,151,NA,1276.271000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.16,3
end_to_end,square,end_to_end,256,256,256,Accelerate,,0.018792,0.018904,0.018750,0.000575,151,NA,1785.570000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.22,3
prepacked_full_gemm,square,kernel_only,256,256,256,SME 4x1,"C+=A*B, memset timed",0.044958,0.045012,0.044834,0.000304,151,NA,746.351000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.00,3
prepacked_full_gemm,square,kernel_only,256,256,256,SME 2x2,"C+=A*B, memset timed",0.045167,0.045324,0.044709,0.000603,151,NA,742.897000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.00,3
prepacked_full_gemm,square,kernel_only,256,256,256,SME 1x4,"C+=A*B, memset timed",0.044958,0.045082,0.044542,0.000659,151,NA,746.351000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.00,3
prepacked_full_gemm,square,kernel_only,256,256,256,SME 1x4sym,"C+=A*B, memset timed",0.044917,0.044997,0.044459,0.000435,151,NA,747.032000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.00,3
prepacked_full_gemm,square,kernel_only,256,256,256,SME 4x1ZP,"C+=A*B, memset timed",0.044958,0.045092,0.044417,0.000517,151,NA,746.351000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.00,3
prepacked_full_gemm,square,kernel_only,256,256,256,SME 1x4Acc,"C=A*B, no memset",0.019917,0.019921,0.019834,0.000034,151,NA,1684.713000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.00,3
prepacked_full_gemm,square,kernel_only,256,256,256,SME 1x4AccKc,"C=A*B, no memset",0.019917,0.020043,0.019833,0.000837,151,NA,1684.713000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.00,3
prepacked_full_gemm,square,kernel_only,256,256,256,KAI 2VL,,0.019375,0.019424,0.019333,0.000387,151,NA,1731.842000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.00,3
prepacked_full_gemm,square,kernel_only,256,256,256,KAI 8VS,,0.017042,0.017051,0.016959,0.000043,151,NA,1968.926000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.00,3
panel_blocked,square,end_to_end,256,256,256,KAIpanel 2VL,Mc=256 Kc=2048 Nc=512,0.028958,0.028920,0.025104,0.000511,151,NA,1158.728000,0.004750,0.023167,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.00,2
panel_blocked,square,end_to_end,256,256,256,KAIpanel 8VS,Mc=256 Kc=2048 Nc=512,0.026333,0.026277,0.021667,0.000508,151,NA,1274.235000,0.005167,0.020417,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.00,1
ggml_cpu,square,end_to_end,256,256,256,llama-native,"graph exec, default buft",0.799917,0.801954,0.794167,0.008048,101,NA,41.947000,NA,NA,1.525879e-05,3.029652e-07,1.290962e-06,PASS,0.41,3
ggml_cpu,square,end_to_end,256,256,256,llama-native+setup,graph rebuild+exec,0.805500,0.808036,0.797667,0.008138,101,NA,41.657000,NA,NA,1.525879e-05,3.029652e-07,1.290962e-06,PASS,0.19,3
ggml_cpu,square,end_to_end,256,256,256,llama-kleidiai,"graph exec, CPU_KLEIDIAI buft",0.029458,0.029571,0.028875,0.000603,101,NA,1139.060000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.14,3
ggml_cpu,square,end_to_end,256,256,256,llama-kleidiai+setup,graph rebuild+exec,0.033084,0.033540,0.032458,0.001024,101,NA,1014.219000,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS,0.75,3
zero_only,square,zero_only,512,512,512,memset C,,0.007333,0.007321,0.007250,0.000030,51,NA,36606.499000,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS,1.16,3
