experiment,category,mode,M,N,K,implementation,variant,median_ms,mean_ms,min_ms,stddev_ms,reps,ns_per_invocation,gflops,packing_ms,compute_ms,max_abs_error,relative_error,max_abs_error_vs_fp64,status
hot_microkernel,hot,hot_microkernel,64,16,256,"SME 4x1ZP [iso]","64x16, smstart/call",1.886250,1.886755,1.879208,0.004616,160,617.633,848.867,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,256,"SME 1x4Acc","16x64 tile",1.710374,1.731662,1.701250,0.040427,176,313.428,1672.756,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,256,"SME 1x4Acc [iso]","16x64, smstart/call",1.779000,1.783984,1.703208,0.072443,172,326.003,1608.229,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,256,"SME 1x4Acc [amort]","16x64, zero+store amort",1.613980,1.606132,1.541916,0.059586,186,295.763,1772.662,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,256,"SME 1x4AccKc","16x64 tile",1.642250,1.615259,1.513750,0.056540,173,338.329,1549.639,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,256,"SME 1x4AccKc [iso]","16x64, smstart/call",1.625520,1.607619,1.513583,0.056948,182,334.883,1565.587,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,256,"SME 1x4AccKc [amort]","16x64, zero+store amort",1.385333,1.410184,1.325917,0.051773,201,285.400,1837.027,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,32,32,256,"KAI 2VL","32x32 tile",1.791375,1.791742,1.706167,0.066997,173,334.087,1569.315,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,16,256,"KAI 8VS","16x16 tile",1.408250,1.409438,1.400625,0.005030,201,140.264,934.467,NA,NA,5.722046e-06,2.753174e-07,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,512,"SME 4x1","64x16 tile",1.851125,1.853008,1.845417,0.011866,163,878.560,1193.517,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,512,"SME 4x1 [iso]","64x16, smstart/call",1.851666,1.851712,1.846083,0.004079,163,878.816,1193.169,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,32,32,512,"SME 2x2","32x32 tile",1.851125,1.851244,1.844125,0.006262,163,878.560,1193.517,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,32,32,512,"SME 2x2 [iso]","32x32, smstart/call",1.851667,1.852577,1.844667,0.007250,163,878.817,1193.168,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,512,"SME 1x4","16x64 tile",1.984438,1.983615,1.975208,0.004938,152,897.124,1168.820,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,512,"SME 1x4 [iso]","16x64, smstart/call",1.980209,1.980981,1.973125,0.004802,152,895.212,1171.316,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,512,"SME 1x4sym","16x64 tile",1.951750,1.952305,1.944708,0.005587,154,878.375,1193.768,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,512,"SME 1x4sym [iso]","16x64, smstart/call",1.952291,1.952703,1.945208,0.004882,154,878.619,1193.436,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,512,"SME 4x1ZP","64x16 tile",1.858125,1.858390,1.850875,0.004425,162,878.546,1193.536,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,512,"SME 4x1ZP [iso]","64x16, smstart/call",1.858667,1.859314,1.851375,0.006091,162,878.802,1193.188,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,512,"SME 1x4Acc","16x64 tile",1.949167,1.932042,1.790208,0.089426,167,622.936,1683.280,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,512,"SME 1x4Acc [iso]","16x64, smstart/call",1.950438,1.959649,1.791542,0.071752,148,623.342,1682.184,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,512,"SME 1x4Acc [amort]","16x64, zero+store amort",1.774917,1.785535,1.706166,0.049012,176,567.247,1848.534,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,512,"SME 1x4AccKc","16x64 tile",1.908917,1.897724,1.788042,0.048247,155,640.576,1636.926,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,512,"SME 1x4AccKc [iso]","16x64, smstart/call",1.833438,1.828818,1.704667,0.065011,162,615.248,1704.315,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,512,"SME 1x4AccKc [amort]","16x64, zero+store amort",1.692104,1.709378,1.684083,0.030510,178,567.820,1846.669,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,32,32,512,"KAI 2VL","32x32 tile",1.906625,1.874851,1.758792,0.050841,165,660.189,1588.297,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,16,512,"KAI 8VS","16x16 tile",1.759292,1.760217,1.691083,0.042327,171,184.393,1421.660,NA,NA,1.430511e-05,4.871500e-07,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,1024,"SME 4x1","64x16 tile",1.837438,1.845893,1.828042,0.022529,164,1402.624,1495.163,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,1024,"SME 4x1 [iso]","64x16, smstart/call",1.837312,1.848397,1.828542,0.031093,164,1402.529,1495.265,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,32,32,1024,"SME 2x2","32x32 tile",2.012500,2.023272,1.898958,0.071570,143,1480.868,1416.164,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,32,32,1024,"SME 2x2 [iso]","32x32, smstart/call",1.929125,1.940416,1.897334,0.036551,157,1419.518,1477.369,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,1024,"SME 1x4","16x64 tile",1.907104,1.937689,1.897667,0.063326,158,1459.146,1437.246,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,1024,"SME 1x4 [iso]","16x64, smstart/call",1.999542,1.999161,1.899125,0.075518,145,1529.871,1370.803,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,1024,"SME 1x4sym","16x64 tile",1.971583,1.989987,1.953708,0.038883,151,1409.280,1488.102,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,1024,"SME 1x4sym [iso]","16x64, smstart/call",1.963145,1.973654,1.952583,0.025847,154,1403.249,1494.497,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,1024,"SME 4x1ZP","64x16 tile",1.920167,1.938525,1.906417,0.033597,157,1406.716,1490.814,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,1024,"SME 4x1ZP [iso]","64x16, smstart/call",1.919583,1.934454,1.905000,0.030935,151,1406.288,1491.268,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,1024,"SME 1x4Acc","16x64 tile",2.109604,2.141584,2.019791,0.078872,138,1195.243,1754.582,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,1024,"SME 1x4Acc [iso]","16x64, smstart/call",2.199542,2.211708,2.024583,0.083733,137,1246.199,1682.838,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,1024,"SME 1x4Acc [amort]","16x64, zero+store amort",2.006167,2.047426,1.928291,0.088243,133,1136.639,1845.047,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,1024,"SME 1x4AccKc","16x64 tile",1.962250,1.959696,1.887958,0.032185,153,1189.964,1762.366,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,1024,"SME 1x4AccKc [iso]","16x64, smstart/call",2.046958,2.029298,1.956250,0.068310,153,1241.333,1689.436,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,1024,"SME 1x4AccKc [amort]","16x64, zero+store amort",1.916354,1.924444,1.863750,0.054075,156,1162.131,1804.575,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,32,32,1024,"KAI 2VL","32x32 tile",1.844313,1.860414,1.817334,0.036340,162,1211.769,1730.653,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,16,1024,"KAI 8VS","16x16 tile",2.065000,2.116898,1.870792,0.172273,160,358.943,1460.644,NA,NA,2.670288e-05,6.157844e-07,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,2048,"SME 4x1","64x16 tile",1.837625,1.844253,1.708625,0.063210,145,2621.434,1600.004,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,2048,"SME 4x1 [iso]","64x16, smstart/call",1.830375,1.838449,1.708833,0.066281,167,2611.091,1606.341,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,32,32,2048,"SME 2x2","32x32 tile",2.070417,2.058306,1.940584,0.045559,145,2650.982,1582.170,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,32,32,2048,"SME 2x2 [iso]","32x32, smstart/call",2.069042,2.053780,1.994041,0.034656,145,2649.222,1583.221,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,2048,"SME 1x4","16x64 tile",1.853708,1.850301,1.725666,0.079506,160,2762.605,1518.242,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,2048,"SME 1x4 [iso]","16x64, smstart/call",1.965583,1.959265,1.726250,0.073288,166,2929.334,1431.829,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,2048,"SME 1x4sym","16x64 tile",1.853292,1.854278,1.704625,0.063311,156,2655.146,1579.689,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,2048,"SME 1x4sym [iso]","16x64, smstart/call",1.836208,1.829436,1.702125,0.060056,163,2630.670,1594.386,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,2048,"SME 4x1ZP","64x16 tile",1.836063,1.840418,1.732167,0.078379,166,2582.367,1624.209,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,64,16,2048,"SME 4x1ZP [iso]","64x16, smstart/call",1.843438,1.848257,1.733500,0.067322,172,2592.740,1617.711,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,2048,"SME 1x4Acc","16x64 tile",2.230208,2.235635,2.062458,0.100457,125,2421.507,1732.105,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,2048,"SME 1x4Acc [iso]","16x64, smstart/call",2.160083,2.200524,2.133500,0.085683,135,2345.367,1788.336,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,2048,"SME 1x4Acc [amort]","16x64, zero+store amort",2.178125,2.184097,2.081958,0.096260,143,2364.957,1773.523,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,2048,"SME 1x4AccKc","16x64 tile",1.795208,1.826647,1.771875,0.061739,162,2346.677,1787.337,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,2048,"SME 1x4AccKc [iso]","16x64, smstart/call",1.855917,1.862962,1.772166,0.083171,161,2426.035,1728.872,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,64,2048,"SME 1x4AccKc [amort]","16x64, zero+store amort",1.809750,1.796746,1.729250,0.044915,174,2365.686,1772.976,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,32,32,2048,"KAI 2VL","32x32 tile",1.996083,1.971376,1.908417,0.038677,155,2431.283,1725.140,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
hot_microkernel,hot,hot_microkernel,16,16,2048,"KAI 8VS","16x16 tile",2.052333,2.042795,1.882417,0.105827,153,662.684,1582.316,NA,NA,4.768372e-05,9.017850e-07,0.000000e+00,PASS
zero_only,square,zero_only,256,256,256,"memset C","",0.002917,0.002940,0.002875,0.000045,51,NA,11503.062,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
end_to_end,square,end_to_end,256,256,256,"SME 4x1","C+=A*B, memset timed",0.053083,0.054787,0.050292,0.003070,151,NA,632.113,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"SME 2x2","C+=A*B, memset timed",0.049542,0.049668,0.049417,0.000487,151,NA,677.293,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"SME 1x4","C+=A*B, memset timed",0.052000,0.052353,0.051791,0.000841,151,NA,645.278,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"SME 1x4sym","C+=A*B, memset timed",0.051958,0.052356,0.051875,0.001306,151,NA,645.799,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"SME 4x1ZP","C+=A*B, memset timed",0.049667,0.049871,0.049542,0.000943,151,NA,675.588,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"SME 1x4ZAIO","C+=A*B, memset timed",0.061041,0.061172,0.060958,0.000604,151,NA,549.703,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"SME 1x4Acc","C=A*B, no memset",0.024041,0.024057,0.023958,0.000365,151,NA,1395.717,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"SME 1x4AccKc","C=A*B, no memset",0.024041,0.024027,0.023958,0.000027,151,NA,1395.717,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"SME 1x4AccKcOut","C=A*B, no memset",0.023667,0.023780,0.023625,0.000713,151,NA,1417.773,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"SME 1x4AccFastKcOut","C=A*B, no memset",0.023958,0.023985,0.023916,0.000367,151,NA,1400.552,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"KAI 2VL","",0.028250,0.028348,0.024000,0.001264,151,NA,1187.768,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"KAI 8VS","",0.026291,0.026208,0.021875,0.000941,151,NA,1276.271,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
end_to_end,square,end_to_end,256,256,256,"Accelerate","",0.018792,0.018907,0.018750,0.000793,151,NA,1785.570,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
prepacked_full_gemm,square,kernel_only,256,256,256,"SME 4x1","C+=A*B, memset timed",0.044959,0.045240,0.044459,0.000883,151,NA,746.334,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
prepacked_full_gemm,square,kernel_only,256,256,256,"SME 2x2","C+=A*B, memset timed",0.045208,0.045520,0.044541,0.001287,151,NA,742.223,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
prepacked_full_gemm,square,kernel_only,256,256,256,"SME 1x4","C+=A*B, memset timed",0.045041,0.045517,0.044792,0.001875,151,NA,744.975,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
prepacked_full_gemm,square,kernel_only,256,256,256,"SME 1x4sym","C+=A*B, memset timed",0.045000,0.045294,0.044875,0.001471,151,NA,745.654,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
prepacked_full_gemm,square,kernel_only,256,256,256,"SME 4x1ZP","C+=A*B, memset timed",0.045000,0.045298,0.044750,0.001336,151,NA,745.654,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
prepacked_full_gemm,square,kernel_only,256,256,256,"SME 1x4Acc","C=A*B, no memset",0.019959,0.019985,0.019833,0.000098,151,NA,1681.168,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
prepacked_full_gemm,square,kernel_only,256,256,256,"SME 1x4AccKc","C=A*B, no memset",0.019958,0.020002,0.019834,0.000377,151,NA,1681.252,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
prepacked_full_gemm,square,kernel_only,256,256,256,"KAI 2VL","",0.019375,0.019392,0.019291,0.000108,151,NA,1731.842,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
prepacked_full_gemm,square,kernel_only,256,256,256,"KAI 8VS","",0.017416,0.020111,0.017000,0.004070,151,NA,1926.644,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
panel_blocked,square,end_to_end,256,256,256,"KAIpanel 2VL","Mc=64 Kc=2048 Nc=512",0.029167,0.029154,0.025709,0.000312,151,NA,1150.425,0.004791,0.023374,0.000000e+00,0.000000e+00,2.247812e-06,PASS
panel_blocked,square,end_to_end,256,256,256,"KAIpanel 8VS","Mc=256 Kc=2048 Nc=256",0.026333,0.026245,0.021833,0.000579,151,NA,1274.235,0.005166,0.020375,0.000000e+00,0.000000e+00,2.247812e-06,PASS
ggml_cpu,square,end_to_end,256,256,256,"llama-native","graph exec, default buft",0.798875,0.800271,0.793459,0.004412,101,NA,42.002,NA,NA,1.525879e-05,3.029652e-07,1.290962e-06,PASS
ggml_cpu,square,end_to_end,256,256,256,"llama-native+setup","graph rebuild+exec",0.803166,0.806432,0.796375,0.009196,101,NA,41.778,NA,NA,1.525879e-05,3.029652e-07,1.290962e-06,PASS
ggml_cpu,square,end_to_end,256,256,256,"llama-kleidiai","graph exec, CPU_KLEIDIAI buft",0.029834,0.030024,0.028208,0.001100,101,NA,1124.704,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
ggml_cpu,square,end_to_end,256,256,256,"llama-kleidiai+setup","graph rebuild+exec",0.033833,0.034244,0.033000,0.001788,101,NA,991.766,NA,NA,0.000000e+00,0.000000e+00,2.247812e-06,PASS
zero_only,square,zero_only,512,512,512,"memset C","",0.007416,0.007403,0.007333,0.000034,51,NA,36196.798,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,PASS
end_to_end,square,end_to_end,512,512,512,"SME 4x1","C+=A*B, memset timed",0.261083,0.261503,0.260833,0.001077,151,NA,1028.161,NA,NA,0.000000e+00,0.000000e+00,6.646435e-06,PASS
end_to_end,square,end_to_end,512,512,512,"SME 2x2","C+=A*B, memset timed",0.248542,0.248741,0.248375,0.000595,151,NA,1080.041,NA,NA,0.000000e+00,0.000000e+00,6.646435e-06,PASS
end_to_end,square,end_to_end,512,512,512,"SME 1x4","C+=A*B, memset timed",0.263542,0.263747,0.263334,0.000576,151,NA,1018.568,NA,NA,0.000000e+00,0.000000e+00,6.646435e-06,PASS
end_to_end,square,end_to_end,512,512,512,"SME 1x4sym","C+=A*B, memset timed",0.259250,0.259443,0.259125,0.000574,151,NA,1035.431,NA,NA,0.000000e+00,0.000000e+00,6.646435e-06,PASS
end_to_end,square,end_to_end,512,512,512,"SME 4x1ZP","C+=A*B, memset timed",0.248584,0.248818,0.248458,0.000951,151,NA,1079.858,NA,NA,0.000000e+00,0.000000e+00,6.646435e-06,PASS
end_to_end,square,end_to_end,512,512,512,"SME 1x4ZAIO","C+=A*B, memset timed",0.298416,0.299665,0.297875,0.006965,151,NA,899.534,NA,NA,0.000000e+00,0.000000e+00,6.646435e-06,PASS
